Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Price_per_km
1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,First,20.73,1373.0,91.1,5.0,11.48,9.28,False,True,True,6,0.00028427888739125103
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,First,11.79,2179.0,120.0,7.0,11.48,6.25,False,False,False,12,7.352941176470588e-05
1612,Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Second,15.26,1150.0,74.9,5.0,11.48,1.15,False,True,True,16,1.533333333333333e-05
1613,Maruti Ciaz ZXi Option,Kochi,2016,40347,First,20.73,1373.0,91.2,5.0,11.48,7.8,False,True,True,8,0.00019332292363744515
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,First,23.0,1396.0,90.0,5.0,11.48,4.5,False,False,True,12,7.402776863854709e-05
1615,Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,First,18.7,1199.0,88.7,5.0,11.48,7.56,False,True,True,6,0.0004050578654093442
1616,Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,First,16.0,2179.0,140.0,7.0,11.48,16.08,False,False,True,7,0.0002779746572855982
1617,Hyundai i20 1.2 Sportz,Bangalore,2012,52237,First,17.0,1197.0,80.0,5.0,11.48,4.5,False,True,True,12,8.61458353274499e-05
1618,Hyundai Verna 1.6 SX,Chennai,2012,128000,First,22.32,1582.0,126.32,5.0,11.48,5.0,False,False,True,12,3.90625e-05
1619,Hyundai i10 Era 1.1,Delhi,2011,54000,First,19.81,1086.0,68.05,5.0,11.48,2.2,False,True,True,13,4.0740740740740745e-05
1620,Maruti Celerio VXI AT,Bangalore,2014,49800,First,23.1,998.0,67.04,5.0,11.48,4.0,False,True,False,10,8.032128514056225e-05
1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,First,20.86,1199.0,73.9,5.0,11.48,2.51,False,False,True,12,2.5612244897959183e-05
1622,Maruti Swift VDI BSIV,Delhi,2015,60095,First,25.2,1248.0,74.0,5.0,11.48,4.75,False,False,True,9,7.904151759713787e-05
1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Second,16.0,1086.0,66.7,5.0,11.48,2.0,False,True,True,16,2.9411764705882354e-05
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Second,20.36,1197.0,78.9,5.0,11.48,2.1,False,True,True,14,2.579789194368689e-05
1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,First,16.5,1499.0,110.0,5.0,11.48,6.25,False,True,False,11,0.0001644736842105263
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Second,11.5,2987.0,210.0,5.0,11.48,10.6,False,False,False,13,0.00011491885211244701
1627,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,First,25.2,1248.0,74.0,5.0,11.48,6.0,False,False,True,7,0.00012189176011701609
1628,Maruti 800 Std BSIII,Jaipur,2004,12000,Second,16.1,796.0,37.0,4.0,11.48,0.45,False,True,True,20,3.7500000000000003e-05
1629,Maruti Swift Lxi BSIII,Pune,2010,54898,Third,16.1,1298.0,88.2,5.0,11.48,2.5,False,True,True,14,4.5538999599256806e-05
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,First,15.29,1591.0,121.3,5.0,11.48,12.75,False,True,True,6,0.0051
1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,First,17.05,1995.0,190.0,5.0,50.97,30.29,False,False,False,7,0.0009224069675376088
1632,Ford Ikon 1.3 Flair,Hyderabad,2006,27076,First,13.8,1299.0,70.0,5.0,11.48,1.6,False,True,True,18,5.909292362239622e-05
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,First,22.7,1498.0,89.84,5.0,11.48,7.54,False,False,True,7,9.994035390019219e-05
1634,Maruti Ciaz VXi Plus,Kochi,2015,46601,First,20.73,1373.0,91.1,5.0,11.48,6.84,False,True,True,9,0.00014677796613806572
1635,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,First,18.33,1968.0,167.7,5.0,11.48,6.0,False,False,False,12,8.333333333333333e-05
1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,First,27.3,1498.0,98.6,5.0,11.48,8.0,False,False,True,7,0.0002962962962962963
1637,Audi A4 35 TDI Premium,Coimbatore,2016,68193,First,17.11,1968.0,174.33,5.0,11.48,24.74,False,False,False,8,0.00036279383514436966
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,First,24.0,1120.0,70.0,5.0,11.48,5.5,False,False,True,7,0.0001597490487670278
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,First,12.0,2987.0,224.0,7.0,11.48,36.0,False,False,False,11,0.000782608695652174
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,First,12.99,2494.0,100.6,7.0,11.48,11.79,False,False,True,11,0.00014637961859356374
1641,Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Second,16.95,1498.0,97.7,5.0,11.48,3.0,False,True,True,13,7.142857142857143e-05
1642,Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Second,20.0,1968.0,138.1,5.0,11.48,6.75,False,False,False,13,7.118676242604486e-05
1643,Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,First,14.49,1399.0,92.7,5.0,11.48,1.4,False,True,True,18,1.4e-05
1644,Honda Mobilio V i DTEC,Mumbai,2014,57000,First,24.2,1498.0,98.6,7.0,11.48,5.75,False,False,True,10,0.00010087719298245614
1645,Maruti Ritz VDi,Hyderabad,2010,79894,First,21.1,1248.0,73.9,5.0,11.48,3.4,False,False,True,14,4.2556387213057296e-05
1646,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Second,16.47,1198.0,73.9,5.0,11.48,4.89,False,True,True,13,0.00010927862697774202
1647,Nissan Terrano XL,Mumbai,2013,31000,First,13.24,1598.0,102.5,5.0,11.48,4.95,False,True,True,11,0.00015967741935483872
1648,Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Second,16.98,998.0,66.1,5.0,11.48,3.49,False,True,False,11,5.760311618003862e-05
1650,Honda City 1.5 S MT,Pune,2014,43772,First,17.0,1497.0,118.0,5.0,11.48,6.35,False,True,True,10,0.00014506990770355477
1651,Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,First,18.9,1197.0,82.0,5.0,11.48,7.08,False,True,False,7,0.0003003053953172718
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,First,13.6,1999.0,177.0,5.0,53.41,38.0,False,False,False,7,0.0095
1653,Mahindra Scorpio VLX,Kolkata,2012,62000,First,12.05,2179.0,120.0,8.0,11.48,6.25,False,False,True,12,0.00010080645161290323
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,First,11.74,1796.0,186.0,5.0,11.48,10.15,False,True,False,13,0.0002819444444444445
1655,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,First,13.7,1798.0,157.75,5.0,11.48,10.75,False,True,False,10,0.000134375
1656,Chevrolet Cruze LTZ AT,Pune,2012,137008,First,18.1,1991.0,147.9,4.0,11.48,4.65,False,False,False,12,3.3939623963564175e-05
1657,Mahindra Scorpio VLX,Delhi,2010,61001,First,12.05,2179.0,120.0,8.0,11.48,4.75,False,False,True,14,7.786757594137801e-05
1658,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,First,17.1,1591.0,121.3,5.0,11.48,7.78,False,True,True,9,0.0001490678469467916
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,First,23.0,1396.0,90.0,5.0,11.48,6.75,False,False,True,8,8.757589911256423e-05
1660,Honda City ZX CVT,Hyderabad,2008,56000,First,16.4,1497.0,78.0,5.0,11.48,2.99,False,True,False,16,5.3392857142857145e-05
1661,Hyundai i10 Magna,Kolkata,2013,21000,First,20.36,1197.0,78.9,5.0,11.48,2.35,False,True,True,11,0.00011190476190476191
1662,Honda Amaze S i-Dtech,Delhi,2013,89429,First,25.8,1498.0,98.6,5.0,11.48,3.65,False,False,True,11,4.081450088897338e-05
1663,Maruti Wagon R LXI,Delhi,2012,45631,Second,22.5,998.0,67.04,5.0,4.59,2.74,False,True,True,12,6.0046897942188426e-05
1664,Honda Brio S MT,Jaipur,2013,53959,First,19.4,1198.0,86.8,5.0,11.48,3.5,False,True,True,11,6.486406345558665e-05
1665,Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,First,17.0,1197.0,80.0,5.0,11.48,4.76,False,True,True,10,8.529854490717511e-05
1666,Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,First,15.04,1598.0,103.2,5.0,11.48,6.2,False,True,True,8,0.00023939148229661376
1667,Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Second,18.7,1896.0,66.0,5.0,11.48,2.35,False,False,True,16,2.8658536585365854e-05
1668,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,First,13.0,2143.0,204.0,5.0,11.48,24.5,False,False,False,10,0.00047115384615384613
1669,Renault Duster Petrol RxL,Pune,2013,20000,First,13.24,1598.0,102.57,5.0,11.48,6.0,False,True,True,11,0.0003
1670,Hyundai EON Sportz,Hyderabad,2017,31829,First,21.1,814.0,55.2,5.0,11.48,3.65,False,True,True,7,0.00011467529611360709
1671,Maruti Swift VXI,Coimbatore,2016,18094,Second,18.6,1197.0,85.8,5.0,11.48,6.26,False,True,True,8,0.00034597104012379793
1673,Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,First,13.22,2967.0,241.4,5.0,11.48,32.95,False,False,False,9,0.002754095620193915
1674,Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,First,18.6,1197.0,81.83,5.0,11.48,7.8,False,True,True,6,0.0003438546993475577
1675,Honda Brio S MT,Bangalore,2014,43521,First,19.4,1198.0,86.8,5.0,11.48,4.25,False,True,True,10,9.765400611199192e-05
1676,Maruti Swift Dzire ZXi,Kochi,2014,49386,First,17.5,1298.0,85.8,5.0,11.48,4.86,False,True,True,10,9.84084558376868e-05
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,First,18.9,1197.0,81.86,5.0,6.54,4.9,False,True,True,7,0.0004000653167864141
1678,Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,First,11.68,2498.0,112.0,8.0,11.48,7.06,False,False,True,10,0.00010417435186141565
1679,Volkswagen Polo GTI,Delhi,2015,60007,First,17.21,1798.0,189.0,4.0,11.48,4.5,False,True,False,9,7.499125102071425e-05
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,First,24.07,998.0,67.1,5.0,4.7,3.22,False,True,True,13,6.622244159262915e-05
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,First,22.07,1199.0,73.9,5.0,11.48,3.25,False,False,True,10,0.00010833333333333333
1682,Hyundai Grand i10 Sportz,Delhi,2016,81605,First,18.9,1197.0,82.0,5.0,11.48,4.53,False,True,True,8,5.551130445438393e-05
1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,First,14.84,2143.0,170.0,5.0,11.48,34.78,False,False,False,7,0.0010654984375957357
1684,Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,First,15.74,1591.0,121.3,5.0,11.48,6.5,False,True,False,10,0.00019005847953216374
1685,Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,First,15.7,1172.0,67.0,5.0,11.48,2.25,False,True,True,14,3.116170849260429e-05
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Second,12.99,2494.0,100.0,8.0,11.48,8.0,False,False,True,13,5.1168234759861075e-05
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,First,18.49,1493.0,100.0,7.0,11.48,8.37,False,False,False,7,0.00017674261460818886
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,First,20.14,1498.0,88.8,5.0,11.48,5.39,False,False,True,9,8.730441543295863e-05
1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,First,22.48,1995.0,190.0,5.0,67.87,37.3,False,False,False,6,0.001144663352359909
1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,First,11.57,2987.0,254.79,5.0,95.13,70.8,False,False,False,6,0.001764310099927733
1691,Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,First,11.74,2987.0,254.8,5.0,11.48,22.25,False,False,False,12,0.0004362745098039216
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,First,18.9,1197.0,81.86,5.0,6.62,6.03,False,True,True,6,0.0005801982103338785
1693,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,First,13.7,1798.0,157.75,5.0,11.48,4.9,False,True,False,13,0.00010652173913043479
1694,Hyundai i10 Sportz AT,Chennai,2013,21000,First,16.95,1197.0,78.9,5.0,11.48,3.96,False,True,False,11,0.00018857142857142857
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,First,23.0,1396.0,90.0,5.0,11.48,4.6,False,False,True,13,4.050650745848083e-05
1696,Mahindra Scorpio VLX,Mumbai,2011,100010,Second,12.05,2179.0,120.0,8.0,11.48,5.5,False,False,True,13,5.499450054994501e-05
1697,Honda Brio V MT,Mumbai,2013,63107,First,19.4,1198.0,86.8,5.0,11.48,3.25,False,True,True,11,5.1499833615922164e-05
1698,Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,First,18.6,1197.0,81.83,5.0,11.48,6.25,False,True,True,7,0.00010683760683760684
1699,Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Fourth & Above,10.9,2499.0,143.0,7.0,11.48,3.0,False,False,True,17,3.3333333333333335e-05
1700,Hyundai Verna CRDi SX,Chennai,2011,108242,First,16.8,1493.0,110.0,5.0,11.48,4.25,False,False,True,13,3.926387169490586e-05
1701,Toyota Fortuner 3.0 Diesel,Pune,2011,146300,First,11.5,2982.0,171.0,7.0,11.48,12.25,False,False,True,13,8.373205741626794e-05
1702,BMW X1 sDrive20d,Pune,2011,62943,Second,17.05,1995.0,184.0,5.0,11.48,10.95,False,False,False,13,0.00017396692245364852
1703,Toyota Fortuner 4x2 AT,Delhi,2013,65000,First,12.55,2982.0,168.5,7.0,11.48,16.5,False,False,False,11,0.00025384615384615387
1704,Honda Amaze V CVT Petrol,Pune,2018,1700,First,19.0,1199.0,88.76,5.0,9.44,7.8,False,True,False,6,0.004588235294117647
1705,Hyundai i10 Era 1.1,Kochi,2013,34697,First,19.81,1086.0,68.05,5.0,11.48,3.7,False,True,True,11,0.00010663746145199874
1706,Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,First,17.0,1197.0,80.0,5.0,11.48,4.0,False,True,True,12,6.896551724137931e-05
1707,BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,First,19.59,1995.0,187.74,5.0,11.48,26.75,False,False,False,9,0.0008230769230769231
1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,First,15.17,1968.0,181.0,5.0,48.64,28.03,False,False,False,8,0.0004778302449668434
1709,Maruti Swift VXI Optional,Kochi,2017,37124,First,20.4,1197.0,81.8,5.0,11.48,5.44,False,True,True,7,0.00014653593362784183
1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,First,21.4,1197.0,83.1,5.0,11.48,6.2,False,True,False,7,0.00014090909090909093
1711,Hyundai Accent GLE,Kolkata,2005,45200,First,13.2,1495.0,94.0,5.0,11.48,0.9,False,True,True,19,1.991150442477876e-05
1712,Maruti Ritz LXi,Mumbai,2016,11000,First,18.5,1197.0,85.8,5.0,11.48,3.95,False,True,True,8,0.0003590909090909091
1713,Tata Nano Lx,Pune,2011,65000,Second,26.0,624.0,35.0,4.0,11.48,0.44,False,True,True,13,6.7692307692307695e-06
1714,Ford Figo Diesel EXI,Ahmedabad,2012,55005,First,20.0,1399.0,68.0,5.0,11.48,2.75,False,False,True,12,4.999545495864012e-05
1715,Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,First,18.33,1968.0,167.7,5.0,11.48,7.5,False,False,False,13,9.185548071034906e-05
1716,Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Second,19.0,1248.0,93.0,5.0,11.48,2.5,False,False,True,14,1.5625e-05
1717,Mahindra Xylo D4,Hyderabad,2015,169000,First,14.95,2489.0,93.7,7.0,11.69,5.0,False,False,True,9,2.9585798816568047e-05
1718,Maruti Wagon R VXI,Hyderabad,2013,67263,First,18.9,998.0,67.1,5.0,11.48,3.6,False,True,True,11,5.35212523973061e-05
1719,Toyota Etios G Safety,Kochi,2012,44223,First,17.6,1496.0,88.7,5.0,11.48,3.99,False,True,True,12,9.022454378943084e-05
1720,Hyundai Grand i10 Sportz,Coimbatore,2015,36840,First,18.9,1197.0,82.0,5.0,11.48,5.64,False,True,True,9,0.0001530944625407166
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,First,12.99,2494.0,100.0,8.0,11.48,12.0,False,False,True,10,7.5e-05
1722,Tata Indica V2 DLS TC,Kolkata,2008,133000,First,16.8,1405.0,62.0,5.0,11.48,0.7,False,False,True,16,5.263157894736841e-06
1723,BMW 3 Series 320d Sport Line,Mumbai,2015,69123,First,18.88,1995.0,184.0,5.0,11.48,19.0,False,False,False,9,0.00027487232903664483
1724,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,First,10.91,3198.0,197.0,7.0,11.48,30.48,False,False,False,7,0.0008021052631578948
1725,Maruti Ciaz Zeta,Mumbai,2017,5500,First,21.56,1462.0,103.25,5.0,11.11,8.2,False,True,True,7,0.0014909090909090907
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,First,25.83,1498.0,99.0,5.0,11.48,7.55,False,False,True,9,0.007542457542457542
1727,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Third,15.26,1150.0,74.9,5.0,11.48,0.99,False,True,True,17,1.677966101694915e-05
1728,Honda City 1.5 V AT,Delhi,2011,78256,First,16.8,1497.0,118.0,5.0,11.48,4.15,False,True,False,13,5.3031077489266e-05
1729,Nissan Sunny XL,Chennai,2016,90000,First,16.95,1498.0,97.6,5.0,11.48,6.2,False,True,True,8,6.88888888888889e-05
1730,Maruti Swift Dzire VXI,Kolkata,2016,18000,First,19.1,1197.0,85.8,5.0,11.48,4.4,False,True,True,8,0.0002444444444444445
1731,Ford Figo Diesel Titanium,Kolkata,2012,60000,First,20.0,1399.0,68.0,5.0,11.48,2.1,False,False,True,12,3.5000000000000004e-05
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,First,20.3,1248.0,75.0,5.0,11.48,2.2,False,False,True,13,1.6923076923076924e-05
1733,Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,First,18.6,1197.0,81.86,5.0,11.48,8.34,False,True,True,6,0.00025387355027244225
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,First,23.4,1248.0,74.0,5.0,11.48,4.35,False,False,True,10,0.0001359375
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,First,22.7,1498.0,89.84,5.0,11.48,6.8,False,False,True,10,0.00010845295055821371
1736,Maruti Swift Dzire VDi,Jaipur,2010,71000,First,19.3,1248.0,73.9,5.0,11.48,3.3,False,False,True,14,4.6478873239436617e-05
1737,Hyundai Grand i10 Sportz,Kochi,2016,19947,First,18.9,1197.0,82.0,5.0,11.48,5.04,False,True,True,8,0.00025266957437208604
1738,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,First,11.4,2953.0,153.86,7.0,11.48,9.2,False,False,False,12,0.00010109890109890109
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,First,22.07,1199.0,73.9,5.0,11.48,5.7,False,False,True,10,7.702702702702703e-05
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,First,18.49,1493.0,100.0,7.0,11.48,8.48,False,False,True,6,0.00015253444616325504
1741,BMW X6 xDrive 40d,Hyderabad,2013,58000,First,11.2,2993.0,306.0,4.0,11.48,48.0,False,False,False,11,0.0008275862068965517
1742,Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,First,19.01,1461.0,108.45,5.0,11.48,6.1,False,False,True,12,5.5341849325010885e-05
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,First,22.5,998.0,67.04,5.0,4.74,2.75,False,True,True,14,0.00013093991048471575
1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,First,24.52,1248.0,88.5,7.0,11.48,8.0,False,False,True,7,6.611570247933885e-05
1745,Maruti Alto LXi BSIII,Jaipur,2010,73513,First,19.7,796.0,46.3,5.0,11.48,1.85,False,True,True,14,2.5165616965706748e-05
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,First,20.51,998.0,67.0,5.0,11.48,3.85,False,True,False,9,0.00011323529411764706
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,First,15.1,1196.0,73.0,7.0,4.98,4.74,False,True,True,7,0.00016707201015121075
1748,Renault Duster 110PS Diesel RxL,Kochi,2013,74755,First,19.6,1461.0,108.45,5.0,11.48,5.63,False,False,True,11,7.531268811450739e-05
1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,First,18.2,1061.0,64.0,5.0,11.48,2.62,False,True,True,13,0.00010153071110249951
1750,Renault Duster Petrol RxL,Kochi,2015,82603,First,13.06,1598.0,102.53,5.0,11.48,4.9,False,True,True,9,5.9319879423265505e-05
1751,Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,First,13.5,1799.0,130.0,5.0,11.48,2.65,False,True,True,18,2.409090909090909e-05
1752,Mahindra XUV500 W8 2WD,Delhi,2012,88000,First,16.0,2179.0,140.0,7.0,11.48,5.99,False,False,True,12,6.806818181818182e-05
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Second,21.0,1461.0,64.1,5.0,11.48,2.4,False,False,True,13,2.1818181818181818e-05
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,First,21.7,999.0,67.0,5.0,4.98,4.25,False,True,True,7,0.00028333333333333335
1755,Porsche Cayenne Diesel,Mumbai,2013,70000,First,15.15,2967.0,240.0,5.0,11.48,40.0,False,False,False,11,0.0005714285714285715
1756,Maruti Swift DDiS VDI,Pune,2008,150000,Second,28.4,1248.0,74.0,5.0,11.48,2.7,False,False,True,16,1.8e-05
1757,Datsun GO T Option,Hyderabad,2016,19000,First,20.63,1198.0,67.0,5.0,11.48,2.99,False,True,True,8,0.00015736842105263158
1758,Hyundai i20 1.2 Magna,Chennai,2011,37442,First,18.5,1197.0,80.0,5.0,11.48,3.4,False,True,True,13,9.080711500454036e-05
1759,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Second,18.12,1995.0,190.0,5.0,11.48,30.8,False,False,False,8,0.0004880290282201201
1760,Maruti Ertiga ZDI,Mumbai,2012,88000,First,20.77,1248.0,88.8,7.0,11.48,5.85,False,False,True,12,6.647727272727273e-05
1761,Hyundai Grand i10 Magna,Jaipur,2014,42355,First,18.9,1197.0,82.0,5.0,11.48,4.0,False,True,True,10,9.44398536182269e-05
1762,BMW 3 Series 330i,Coimbatore,2011,75871,First,9.43,2996.0,254.0,5.0,11.48,14.12,False,True,False,13,0.00018610536305044086
1763,Chevrolet Cruze LTZ,Mumbai,2011,65000,First,17.9,1998.0,163.7,5.0,11.48,4.55,False,False,True,13,7e-05
1764,Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,First,0.0,2987.0,165.0,5.0,11.48,38.0,False,False,False,9,0.0005507246376811594
1765,Maruti Ritz LDi,Jaipur,2011,79232,First,21.1,1248.0,73.9,5.0,11.48,2.9,False,False,True,13,3.6601373182552505e-05
1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Second,11.74,1796.0,186.0,5.0,11.48,6.0,False,True,False,17,2.7272727272727273e-05
1767,Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,First,18.6,1197.0,81.83,5.0,11.48,6.95,False,True,True,8,0.0002441166139796277
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,First,20.3,998.0,68.05,5.0,11.48,2.75,False,True,True,10,0.0002817911671277795
1769,Maruti Swift VDI,Pune,2014,75216,First,22.9,1248.0,74.0,5.0,11.48,5.1,False,False,True,10,6.780472239948946e-05
1770,Hyundai i20 Sportz 1.2,Chennai,2017,8000,First,18.6,1197.0,81.83,5.0,11.48,6.75,False,True,True,7,0.00084375
1771,Maruti Ritz ZXi,Mumbai,2014,59451,First,18.5,1197.0,85.8,5.0,11.48,3.69,False,True,True,10,6.206792148155623e-05
1772,Maruti Swift VDI,Hyderabad,2013,53996,First,22.9,1248.0,74.0,5.0,11.48,5.45,False,False,True,11,0.00010093340247425735
1773,Honda WRV i-VTEC VX,Kochi,2018,15135,First,17.5,1199.0,88.7,5.0,10.57,9.29,False,True,True,6,0.0006138090518665345
1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Second,16.9,1197.0,81.86,5.0,11.48,4.0,False,True,False,9,7.547169811320755e-05
1775,Honda Amaze E i-Vtech,Kolkata,2013,40000,First,18.0,1198.0,86.7,5.0,11.48,2.9,False,True,True,11,7.25e-05
1776,Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,First,17.1,1591.0,121.3,5.0,11.48,5.25,False,True,True,11,0.00024873264793670347
